NAME,RA,DEC,PMRA,PMDEC,FLUX_B,FLUX_V,FLUX_J,FLUX_H,FLUX_K
HIP  40260,08 13 20.4515341948,-42 42 00.481213852,-10.61,6.744,8.38,8.31,8.131,8.176,8.091
HIP  44395,09 02 35.5805373524,-42 42 26.669432884,0.364,-16.81,7.323,7.293,7.09,7.061,7.076
HIP  56984,11 40 52.6746119760,-42 44 11.815202051,-11.439,-3.352,8.57,8.53,8.454,8.456,8.476
HD  67442,08 06 15.4770626198,-42 44 33.190779318,-3.879,9.046,10.84,10.92,10.444,10.49,10.452
HD  62579,07 42 47.5191812360,-42 45 27.033734680,-11.852,-2.989,8.37,8.32,8.232,8.287,8.211
HD  85281,09 49 36.0850951104,-42 47 51.872003478,-1.746,0.26,8.65,8.6,8.467,8.442,8.46
HIP  40974,08 21 41.5571960517,-42 50 09.165008213,-4.851,6.019,7.71,7.7,7.673,7.758,7.671
HD 102051,11 44 31.2503544855,-42 50 26.240610728,-8.541,3.541,9.39,9.35,9.237,9.259,9.238
HD  83706,09 39 03.1857651456,-42 51 55.365089966,-4.65,-4.379,7.61,7.6,7.479,7.475,7.443
HD  77286,09 00 11.9320439029,-42 56 01.776342237,-6.936,-1.805,9.25,9.21,9.121,9.109,9.099
HD  65490,07 57 08.7314915493,-42 56 03.645806317,-6.437,3.372,10.35,10.32,10.227,10.243,10.21
HD  67025,08 04 19.3580994594,-42 58 43.051370632,-4.453,6.493,10.15,10.17,10.083,10.092,10.051
HD  70976,08 23 12.0791215001,-42 59 11.340521166,-21.733,12.433,8.49,8.44,8.385,8.396,8.399
HIP 101758,20 37 25.4563775830,-43 02 35.623410254,29.451,-31.36,7.94,7.88,7.706,7.743,7.689
HD  81824,09 26 42.5522543629,-43 04 08.276185252,-7.921,7.87,8.77,8.79,8.795,8.794,8.783
HD 137342,15 26 57.7190944210,-43 11 32.156867745,-11.836,-8.713,9.82,9.75,9.494,9.444,9.483
HD  82787,09 32 55.9341955927,-43 13 56.541192960,-9.93,5.463,10.03,10.01,9.811,9.81,9.761
HD  72732,08 32 44.0457991868,-43 14 03.347856342,1.442,-9.443,8.52,8.46,8.322,8.37,8.306
HD  78080,09 04 44.8669639142,-43 16 01.146861225,-10.491,8.808,9.5,9.47,9.381,9.397,9.379
HIP  38816,07 56 38.8968459397,-43 16 41.977397546,-8.639,9.211,9.32,9.26,9.158,9.136,9.107
HD  79415,09 12 29.6150720233,-43 17 34.800537733,-13.365,1.592,8.5,8.5,8.371,8.377,8.401
HD  78860,09 08 58.2704415321,-43 20 44.091771058,-1.87,5.436,8.78,8.77,8.698,8.739,8.654
HD 128856,14 40 39.1377439469,-43 22 18.754507021,8.027,-4.582,8.59,8.53,8.467,8.491,8.439
HIP  21024,04 30 29.5363254739,-43 24 38.216262464,0.79,20.355,7.29,7.27,7.232,7.258,7.217
HD  84014,09 40 49.9833652496,-43 30 27.423642456,-10.188,4.198,9.9,9.83,9.813,9.784,9.8
HD  84626,09 45 21.7464435656,-43 35 40.571599157,-15.885,7.089,9.3,9.28,9.226,9.255,9.237
HD  65290,07 56 11.0856972204,-43 36 08.727893162,-11.228,5.031,8.97,8.92,8.75,8.753,8.743
HD  51392,06 55 00.8691828543,-43 36 52.299795695,-0.452,11.083,9.65,9.64,9.578,9.598,9.58
HD  77114,08 58 57.2569377153,-43 37 22.697700525,-12.041,2.327,9.3,9.24,9.078,9.076,9.075
HIP  29816,06 16 45.0038222349,-43 38 38.289371084,-4.68,4.962,7.33,7.34,7.333,7.364,7.331
HD  71161,08 24 09.2468587321,-43 42 00.242791306,-10.653,6.562,10.17,10.1,9.973,9.965,9.965
HD  76516,08 55 02.4496989163,-43 49 52.150465963,-16.869,15.621,8,7.98,7.823,7.842,7.787
HD 116699,13 26 02.3469172921,-43 52 36.716304993,-5.636,10.792,8.61,8.62,8.507,8.545,8.503
HIP 103016,20 52 15.1373848050,-43 53 01.147114018,5.394,-10.037,8.74,8.74,8.647,8.648,8.641
HIP  34868,07 12 52.9554947774,-43 53 06.569320862,-9.16,-5.887,7.31,7.25,7.116,7.111,7.092
HIP  14395,03 05 41.8451824754,-43 54 14.383273649,12.185,12.83,9.35,9.3,9.304,9.316,9.29
HIP  75418,15 24 31.4158227235,-43 55 38.546718267,-9.292,-11.224,8.05,7.99,7.766,7.745,7.728
HIP  57809,11 51 13.1367756996,-43 55 59.004583943,-32.034,-9.704,6.583,6.593,6.615,6.671,6.641
HD  91225,10 31 02.8445703614,-43 57 08.803912568,-14.387,0.46,9.25,9.18,9.052,9.085,9.032
HD  87709,10 05 48.0329575218,-43 58 40.682471375,-3.15,-1.34,9.96,9.93,9.826,9.805,9.787
HD  81135,09 22 27.8324414868,-44 06 07.900035924,9.155,-5.763,8.17,8.15,8.012,8.038,8.024
HD  76074,08 52 20.3668106546,-44 09 46.435400042,-12.23,10.205,9.15,9.09,8.803,8.843,8.762
HD  64660,07 52 58.2298971657,-44 12 16.958836039,-11.597,4.899,9.2,9.18,9.111,9.102,9.109
HIP  38059,07 48 02.4220856142,-44 16 12.416994881,-22.795,13.948,8.76,8.7,8.507,8.484,8.475
HIP  52740,10 46 54.9742057970,-44 16 40.663703436,1.061,-0.008,8.03,7.96,7.767,7.757,7.724
HIP  52927,10 49 27.6875261312,-44 17 05.495600841,-2.475,5.461,8.02,7.96,7.798,7.797,7.77
HD 171500,18 37 20.1744868317,-44 17 29.804485077,7.698,-6.715,9.28,9.22,9.202,9.181,9.162
HIP  36875,07 34 51.0538185646,-44 17 46.083211931,-18.03,2.19,6.78,6.798,6.757,6.79,6.76
HD  79348,09 12 04.9136006694,-44 18 32.863179846,-2.599,-0.594,9.91,9.87,9.692,9.732,9.712
HIP  66722,13 40 37.6510609087,-44 19 48.840198540,-26.924,-20.287,6.62,6.57,6.365,6.347,6.343
HD  75927,08 51 14.6507500389,-44 24 38.551344474,-12.603,7.133,9.31,9.3,9.141,9.113,9.087
HIP 112735,22 49 51.1541274752,-44 25 24.757716519,4.584,-2.365,8.11,8.06,7.957,7.966,7.913
HD 154410,17 07 21.4574918557,-44 26 33.204330899,-2.502,-10.527,7.16,7.11,6.875,6.882,6.846
HD  72402,08 30 55.5840055442,-44 36 54.861648695,-5.159,1.82,8.79,8.77,8.721,8.708,8.743
HD 139413,15 39 47.2154250746,-44 40 54.832494051,-10.324,-8.846,9.38,9.33,9.195,9.191,9.137
HIP  68867,14 06 08.2356097459,-44 41 20.711153799,-22.38,-19.77,7.24,7.23,7.17,7.244,7.159
HD  80278,09 17 21.8619943106,-44 44 00.199536876,-11.893,4.85,9.42,9.43,9.353,9.379,9.338
HD  90149,10 23 30.2654860277,-44 44 50.541452345,-11.474,3.809,8.79,8.8,8.808,8.85,8.795
HD  74209,08 40 51.5880585965,-44 44 57.549433556,-11.635,4.333,9.28,9.27,9.222,9.254,9.231
HD  64829,07 53 46.1574361036,-44 46 15.741862645,-3.397,8.753,9.28,9.3,9.274,9.274,9.245
HIP  49093,10 01 12.9428850852,-44 49 58.440959932,-6.46,-3.092,8.15,8.11,8,8.05,7.982
HIP  52134,10 39 04.0672900974,-44 51 00.191812121,-17.061,0.734,8.55,8.49,8.303,8.311,8.288
HIP  72192,14 45 57.6288433606,-44 52 03.028128471,-18.937,-31.555,6.96,6.92,6.735,6.731,6.686
HD  64845,07 53 52.5524689595,-44 52 24.228593845,-11.811,4.679,9.07,9.04,8.97,8.997,8.98
HIP  72900,14 53 56.9160745880,-44 55 48.528632592,-11.055,-6.409,8.53,8.51,8.426,8.448,8.438
HD 139929,15 42 44.5985377128,-44 58 58.389076832,-0.942,-2.872,8.29,8.26,8.019,8.064,8.002
HD 182562,19 27 18.6179122109,-45 02 24.317192847,2.365,-8.338,9.59,9.56,9.515,9.52,9.529
HIP  58076,11 54 35.9885742522,-45 04 54.631179096,-1.65,-0.514,9.05,8.99,8.82,8.837,8.787
HD  74069,08 39 55.1591851483,-45 08 10.458568288,-11.461,4.829,9.87,9.8,9.482,9.494,9.425
HD  70683,08 21 25.5204895416,-45 09 24.536798090,-7.17,0.168,9.55,9.49,9.415,9.474,9.417
HD 172797,18 44 21.7430522345,-45 09 48.660831872,3.123,-3.526,9.46,9.4,9.133,9.101,9.074
HD  88432,10 10 48.9616287090,-45 10 36.463258532,-0.266,-0.524,8.56,8.5,8.383,8.442,8.383
HD  87949,10 07 23.7070147867,-45 12 50.218830963,-16.964,8.529,9.55,9.52,9.538,9.565,9.542
HIP  29304,06 10 39.9290542100,-45 16 55.165678006,-1.934,7.541,6.262,6.272,6.255,6.305,6.217
HD  90423,10 25 29.1431282900,-45 17 52.878782268,-6.6,6.01,9.97,9.92,9.773,9.787,9.767
HD  49851,06 48 16.4153383271,-45 23 02.438924703,3.983,-9.378,9.12,9.13,9.053,9.071,9.017
HD 118763,13 39 49.2971889430,-45 24 02.364614187,-6.802,-2.847,10.11,10.05,9.843,9.842,9.828
HIP  75957,15 30 48.4244492632,-45 25 27.887637192,-15.44,-20.179,7.51,7.44,7.257,7.251,7.246
HD  73384,08 36 21.2352712093,-45 25 30.213604956,-7.564,8.53,9.32,9.28,9.084,9.092,9.055
HD 132710,15 02 05.1368074682,-45 27 08.014775220,-5.463,-4.535,10.08,10.03,9.834,9.797,9.822
HD  79386,09 12 13.4949650263,-45 27 39.473990302,-10.312,8.904,9.38,9.34,9.185,9.17,9.153
HD 168668,18 23 11.7975562281,-45 30 53.250269624,-0.145,-6.322,9.12,9.07,8.83,8.795,8.807
HD  72162,08 29 31.8599975922,-45 33 09.107753958,-8.109,6.33,9.93,9.91,9.829,9.815,9.786
HD  65552,07 57 10.6340756228,-45 34 07.610708615,-7.546,8.124,9.26,9.2,8.99,8.959,8.941
HD 189226,20 00 53.3600686498,-45 41 58.362649675,6.25,-15.149,8.78,8.78,8.671,8.66,8.687
HIP  71700,14 40 01.2754005018,-45 44 36.995173875,-14.69,-6.14,8.08,8.07,7.909,7.913,7.872
HD  89698,10 20 05.2202897925,-45 44 48.149673668,-18.073,9.804,9.02,9,8.982,9.058,8.992
HD  66283,08 00 43.2763225813,-45 48 29.079904036,-11.1,5.022,9.24,9.18,9.151,9.193,9.167
HD  85910,09 53 44.8057456856,-45 48 54.481886645,-9.785,4.205,9.58,9.55,9.206,9.212,9.173
HD  79832,09 14 47.6511821602,-45 56 44.703190799,-11.901,5.606,9.78,9.72,9.811,9.815,9.811
HIP  53293,10 53 58.3668612497,-46 04 38.603003620,-20.588,13.222,10.02,9.98,9.63,9.628,9.58
HIP  29729,06 15 40.4531787154,-46 07 55.277253550,-3.391,20.164,8.34,8.28,8.07,8.04,8.02
HD  77741,09 02 43.1901646147,-46 10 25.886817024,-12.939,6.18,9.89,9.83,9.723,9.734,9.701
HD  89623,10 19 32.4611248998,-46 13 05.008495056,-24.414,6.079,8.09,8.09,8.022,8.034,8.003
HD 161706,17 49 18.1867668423,-46 13 05.198370897,10.894,-9.303,7.98,7.94,7.824,7.822,7.825
HIP  73393,14 59 54.6366785142,-46 14 52.562075340,-22.252,-21.881,7.14,7.15,7.173,7.203,7.207
HD  65687,07 57 46.6167985752,-46 18 33.774600558,-12.068,4.588,9.24,9.18,9.078,9.062,9.029
HIP  43794,08 55 08.8736604819,-46 21 39.005343509,-10.209,-16.851,7.59,7.57,7.461,7.515,7.433
HIP  52342,10 41 52.1475691188,-46 23 05.494292591,-12.931,-4.239,9.64,9.62,9.577,9.58,9.546
HD  82277,09 29 37.7491392592,-46 27 44.203911664,-14.539,11.795,9.09,9.02,8.853,8.843,8.797
HIP 104326,21 08 01.0900298437,-46 29 34.965969748,21.786,-2.572,7.02,7.05,7.057,7.077,7.063
HIP  47842,09 45 05.0372205149,-46 30 33.455699278,-10.659,0.446,9.01,8.96,8.836,8.839,8.786
HIP  79018,16 07 44.0560353008,-46 31 31.237202258,-14.19,-42.07,7.1,7.06,6.954,7.013,6.975
HIP  51276,10 28 25.0143330540,-46 33 38.184108921,-17.841,3.01,7.64,7.6,7.539,7.593,7.542
HD 101790,11 42 36.3766581454,-46 33 55.016218416,-20.798,6.463,9.73,9.69,9.605,9.605,9.6
HD 126562,14 27 38.1139024440,-46 34 02.041163096,-10.704,-3.37,9.54,9.46,9.153,9.181,9.133
HIP  53783,11 00 15.6212579750,-46 36 05.201867763,1.75,-4.798,7.79,7.74,7.593,7.596,7.617
HD  74249,08 41 07.9184038594,-46 37 31.010208527,-10.22,6.585,9.92,9.89,9.673,9.696,9.616
HIP  49259,10 03 20.5812117526,-46 38 10.277039943,-27.63,-10.21,6.14,6.101,6.057,6.115,6.032
HIP  36422,07 29 45.3493070316,-46 41 22.089935803,-4.61,9.462,7.43,7.4,7.26,7.273,7.2
HD  61928,07 39 23.6906232541,-46 43 32.010972058,-5.653,2.456,9.24,9.19,8.983,9.03,8.984
HD 132479,15 00 56.3857925579,-46 44 41.875818254,-8.054,-4.685,9.99,9.94,9.758,9.808,9.735
HD 169163,18 25 38.5653160793,-46 45 25.693685128,0.185,-2.953,9.17,9.13,9.052,9.066,9.053
HD  77115,08 58 40.7434777382,-46 45 37.014617170,-11.222,0.77,9.36,9.39,9.415,9.395,9.427
HIP  92688,18 53 12.5329414020,-46 46 17.859522108,-3.693,-14.968,9.14,9.1,8.975,9.019,8.964
HD 118485,13 38 10.6835512287,-46 46 54.975931675,-6.693,-3.269,10.81,10.77,10.569,10.572,10.553
HIP  54209,11 05 28.8886285384,-46 53 35.068496762,-13.078,-1.242,8.62,8.61,8.562,8.653,8.602
HD  69953,08 17 19.7896274866,-47 00 47.953595337,-8.525,7.549,9.42,9.43,9.428,9.433,9.434
HIP  33609,06 58 59.9808465266,-47 01 24.050143906,-9.505,-4.467,7.26,7.27,7.245,7.326,7.278
HD  66588,08 02 09.6143633704,-47 01 50.216425145,-2.565,4.975,9.45,9.4,9.406,9.399,9.392
HD 127468,14 32 58.2711618141,-47 03 05.960457882,-11.593,-5.72,9.56,9.53,9.374,9.374,9.368
HIP  56304,11 32 34.4207955417,-47 03 34.738767168,-22.045,0.014,7.8,7.77,7.667,7.737,7.693
HD  91111,10 30 13.3199236975,-47 08 03.527461620,-11.023,3.565,10.17,10.1,9.944,9.94,9.898
HD  68656,08 11 16.1874793236,-47 13 18.826227263,-6.769,11.463,9.22,9.17,9.039,9.078,9.041
HD  78343,09 05 56.6627995664,-47 15 39.288935347,-8.264,5.9,10.57,10.54,10.219,10.236,10.185
HD  82851,09 33 09.9575250291,-47 18 21.854340450,-6.209,0.958,9.24,9.17,9.038,9.033,9.012
HIP  84267,17 13 32.2787210269,-47 19 09.875685224,-0.924,-25.315,7.14,7.11,7.028,7.059,7.019
HIP  54231,11 05 45.7403014268,-47 26 32.270476912,-31.689,-3.115,6.85,6.81,6.778,6.762,6.769
HIP  44631,09 05 40.1897317145,-47 32 22.790103514,-12.608,7.902,9.11,9.09,8.942,8.913,8.912
HD 138893,15 36 47.5724564748,-47 34 23.900387763,-11.185,-4.619,8.95,8.89,8.58,8.593,8.532
HD  97263,11 11 12.6676680930,-47 35 57.840991464,-23.387,1.393,9.29,9.31,9.194,9.259,9.203
HD  68008,08 08 25.9375054658,-47 36 07.088992422,-10.661,3.338,8.29,8.25,8.121,8.181,8.156
HD  78443,09 06 32.8860881764,-47 37 06.615578392,-8.196,7.547,9.92,9.86,9.73,9.757,9.729
HD  79023,09 09 43.1919913968,-47 45 44.022739389,-12.04,9.205,9.66,9.65,9.573,9.558,9.544
HIP  60148,12 20 04.5943295421,-47 47 55.745370065,-23.58,1.585,8.9,8.84,8.714,8.735,8.725
HD  21638,03 27 36.7530859232,-47 48 15.231545256,16.255,-0.817,9.51,9.57,9.582,9.579,9.572
HIP 107894,21 51 37.9848440049,-47 49 08.808268054,18.431,-2.671,8.59,8.54,8.449,8.538,8.443
HD  76777,08 56 28.0013606017,-47 55 55.958509793,-13.951,12.698,9.11,9.06,8.938,8.869,8.886
HD  67105,08 04 14.6045325323,-48 00 29.107480299,-12.541,16.676,8.42,8.38,8.265,8.302,8.258
HD  79366,09 11 53.5682056835,-48 02 09.757991409,-11.044,4.93,10.01,9.96,9.924,9.896,9.931
HD 109230,12 33 22.9278729462,-48 02 48.853058195,-10.86,-2.265,10.03,10,9.779,9.839,9.774
HD 114208,13 09 50.6435909955,-48 03 07.427474457,-15.632,-6.609,8.17,8.11,7.946,7.945,7.897
HD  85540,09 51 05.7238283328,-48 04 17.329906016,-18.842,9.755,9.46,9.4,9.288,9.272,9.277
HIP  62799,12 52 05.4326716440,-48 05 39.391506167,-46.704,0.648,6.328,6.304,6.235,6.263,6.227
HD 133957,15 08 59.2315233419,-48 08 18.970054444,-8.115,-4.956,8.93,8.87,8.648,8.634,8.602
HD  85968,09 54 05.8439678132,-48 11 59.901388193,-17.247,4.236,9.39,9.34,9.143,9.167,9.105
HD 162277,17 52 40.5048689521,-48 12 00.800741840,1.567,-4.743,10.35,10.31,9.879,9.884,9.859
HIP  93862,19 06 55.6069476508,-48 17 56.919290906,13.532,-12.736,5.933,5.951,5.958,5.995,5.964
HD  74252,08 41 01.1430369501,-48 21 38.645422305,-16.52,6.406,9.43,9.38,9.407,9.434,9.389
HIP  20050,04 17 59.1719946150,-48 23 45.162695214,3.425,12.922,8.73,8.73,8.704,8.729,8.69
HD 121005,13 54 04.8829775240,-48 26 15.364794547,-6.871,-18.372,9.98,9.91,9.619,9.597,9.577
HD 171084,18 35 13.0131445608,-48 27 11.960048892,-0.499,-13.974,9.19,9.19,9.094,9.128,9.065
HIP  62655,12 50 19.4849018586,-48 27 34.377166395,-47.549,7.488,6.282,6.257,6.102,6.134,6.055
HIP  45395,09 15 03.8858904414,-48 30 13.445069071,-22.898,12.997,8.92,8.85,8.798,8.819,8.768
HIP 101815,20 37 58.4431751695,-48 32 44.596545601,1.807,-23.65,8.22,8.15,8.044,8.068,8.004
HD  43123,06 12 03.7515239304,-48 37 17.264874593,-2.629,9.485,9.28,9.21,9.119,9.117,9.111
HD  54420,07 06 17.7754900678,-48 37 43.913282407,-4.406,9.541,9.5,9.47,9.427,9.468,9.446
HD  71839,08 27 27.9225924556,-48 38 54.381309851,-6.245,4.24,9.54,9.5,9.337,9.328,9.321
HD 122435,14 03 04.2091519545,-48 40 09.197395500,-10.369,-9.707,10.34,10.28,10.164,10.161,10.186
HD 159326,17 36 37.8964982385,-48 41 45.522604629,0.379,-16.717,8.59,8.52,8.335,8.337,8.31
HD 146595,16 19 19.7541533051,-48 42 06.693680996,-6.312,-3.106,9.3,9.24,8.929,8.901,8.875
HIP  47184,09 36 55.2915605542,-48 46 19.568207942,-12.566,1.994,8.63,8.62,8.531,8.556,8.505
HD 129239,14 42 59.9801537701,-48 46 37.318238385,-7.056,-4.69,9.25,9.18,8.937,8.943,8.902
HD  63924,07 49 02.7399898897,-48 46 49.597103661,1.3,-9.586,9.08,9.02,8.836,8.818,8.815
HIP  65551,13 26 16.6852499236,-48 47 11.721081541,-50.379,-18.163,6.71,6.68,6.652,6.729,6.653
HD  78134,09 04 47.0176228633,-48 48 50.707663439,-11.115,6.464,9.47,9.4,9.332,9.383,9.303
HD  72199,08 29 26.7468575773,-48 52 12.143112048,-8.51,7.19,9.45,9.4,9.215,9.186,9.179
HD 180933,19 20 51.7726992068,-48 53 45.595863809,4.598,-7.339,9.77,9.76,9.738,9.733,9.76
HIP  37808,07 45 08.1605760925,-48 54 55.259766622,-9.857,-5.082,7.89,7.83,7.626,7.627,7.606
HIP 104313,21 07 53.8599887538,-48 56 24.453771602,23.905,-45.54,6.669,6.691,6.723,6.77,6.747
HD 103282,11 53 35.6144547483,-48 58 44.564310670,-12.403,-3.583,9.22,9.18,9.123,9.114,9.067
HD 117826,13 33 50.2331333391,-49 03 04.726201485,-8.453,-3.483,10.42,10.38,10.293,10.246,10.257
HD  97184,11 10 41.3324569023,-49 12 17.186701000,-15.093,4.75,9.88,9.87,9.83,9.841,9.856
HD  65986,07 59 12.9024515093,-49 19 36.112448469,-12.302,8.403,8.54,8.49,8.367,8.407,8.362
HD  43221,06 12 27.0807784527,-49 21 36.290870689,-7.68,17.851,8.66,8.63,8.56,8.607,8.588
HD  86524,09 57 44.6060089015,-49 32 46.353543682,-6.697,6.18,9.69,9.66,9.489,9.488,9.466
HD 169259,18 26 24.8538537359,-49 34 09.307439192,-0.175,-5.571,8.69,8.66,8.477,8.468,8.446
HIP  53788,11 00 18.3512081107,-49 38 15.782417796,-15.261,2.689,9.06,9.05,8.892,8.926,8.891
HD  69911,08 16 58.6840809135,-49 44 44.578081988,-8.873,4.087,9.8,9.74,9.439,9.42,9.382
HD 174096,18 51 28.6039106628,-49 46 24.073466716,8.589,4.983,8.55,8.5,8.425,8.457,8.406
HD  80764,09 19 47.4343626726,-49 48 43.265763696,-13.203,5.871,9.85,9.82,9.726,9.688,9.691
HIP  43697,08 53 59.9864591725,-49 48 59.710588256,-9.936,4.271,9.29,9.21,9.08,9.118,9.034
HD  80402,09 17 52.6935453864,-49 54 19.799917993,-15.554,5.31,9.62,9.57,9.494,9.475,9.447
HD  93246,10 45 04.2068486176,-49 56 44.786276624,-12.881,0.707,9.66,9.59,9.421,9.409,9.392
HD  90784,10 27 52.6706733121,-49 57 04.657836535,-14.66,3.867,9.33,9.28,9.151,9.134,9.125
HD 183626,19 32 53.5463253369,-50 01 27.549391736,3.218,-14.724,8.49,8.45,8.338,8.378,8.353
HD 100352,11 32 29.0684931681,-50 02 25.503523510,-11.326,3.135,8.92,8.89,8.76,8.814,8.754
HD  71789,08 27 01.4937095404,-50 03 31.990391273,-13.132,2.943,9.21,9.15,9.034,9.044,8.978
HD 104580,12 02 37.0489595359,-50 05 04.294645362,-3.501,0.761,9.1,9.07,9.028,9.059,9.063
HD  62417,07 41 23.1463459737,-50 05 36.588495646,-3.884,8.106,10.17,10.1,9.865,9.832,9.809
HD  78119,09 04 37.1914652172,-50 07 49.784724339,-13.269,8.451,10.02,10,9.918,9.974,9.947
HIP  44449,09 03 20.6350033560,-50 07 58.804092758,-10.962,1.962,9.15,9.08,8.923,8.904,8.865
HD 163961,18 01 30.5330831958,-50 10 01.222501954,2.391,-11.635,9.84,9.78,9.57,9.536,9.537
HIP  84657,17 18 23.9910638512,-50 12 39.776740357,-13.46,-34.75,6.98,6.98,6.968,7.044,6.986
HD  86890,10 00 10.3369485009,-50 14 04.558063494,-10.204,2.861,9.22,9.19,9.075,9.075,9.024
HD  92777,10 41 50.7070428803,-50 14 26.983066400,-24.007,6.283,8.97,8.92,8.779,8.795,8.766
HD  72163,08 29 15.5915078738,-50 15 00.253348000,-11.974,10.341,9.22,9.16,9.028,9.048,9.015
HD  55251,07 09 38.3487318874,-50 20 10.674128851,-9.57,8.616,8.47,8.4,8.294,8.306,8.266
HD 118044,13 35 23.4253997351,-50 23 57.448380312,-9.645,-4.843,10.34,10.34,10.339,10.352,10.377
HD  48169,06 39 22.7737664302,-50 24 36.565166181,-8.534,9.051,9.57,9.55,9.479,9.499,9.477
HD  99387,11 25 40.2934616323,-50 24 46.186991898,-13.487,-0.349,10.06,10,9.802,9.821,9.785
HD 171581,18 38 11.5276646049,-50 24 47.130854039,-0.301,-9.939,8.97,8.96,8.846,8.898,8.85
HD 101802,11 42 41.5210165959,-50 25 30.497849269,-11,4.529,8.43,8.43,8.332,8.366,8.335
HD  91775,10 34 53.0412249857,-50 26 32.049107681,-11.55,-3.827,8.24,8.23,8.187,8.235,8.174
HD  86806,09 59 35.6858393655,-50 26 52.075633902,-18.856,7.891,8.59,8.55,8.453,8.437,8.444
HD  79277,09 11 19.4204771732,-50 27 13.357186482,-15.151,13.279,9.55,9.53,9.316,9.308,9.3
HIP  44783,09 07 39.2285354593,-50 29 54.075186240,-6.817,2.715,8.85,8.8,8.609,8.618,8.596
HIP  73131,14 56 44.4843835892,-50 35 18.293028888,-23.448,-17.97,7.72,7.66,7.448,7.45,7.413
HIP  36489,07 30 28.5976933258,-50 36 32.297789727,1.061,17.718,6.52,6.54,6.584,6.608,6.591
HIP  26515,05 38 17.4206791230,-50 38 27.584072051,-0.586,18.597,6.38,6.42,6.494,6.56,6.516
HD  84644,09 45 04.3200341711,-50 40 01.711056709,-13.95,4.328,9.29,9.25,9.212,9.24,9.191
HD 167157,18 16 39.2633243145,-50 42 28.769994564,-3.082,-8.462,9.59,9.54,9.336,9.361,9.314
HD  35904,05 25 14.2675083806,-50 44 29.844987419,-0.631,-4.759,9.76,9.79,9.711,9.778,9.749
HD 112924,13 00 49.8984708219,-50 48 21.245838090,-9.809,-3.866,9.89,9.89,9.82,9.844,9.809
HD 110091,12 40 00.1581022931,-50 52 45.501466149,-9.224,-1.297,10.4,10.36,10.313,10.325,10.317
HD  75481,08 48 06.9968194220,-50 54 10.152140838,-14.372,13.811,9.21,9.2,9.086,9.142,9.069
HD  83880,09 39 45.9773972812,-50 54 42.662361002,-16.59,4.085,9.29,9.24,9.045,9.01,8.988
HD 131660,14 56 48.3536762325,-50 56 44.503285784,-9.258,-9.009,10.01,9.95,9.69,9.682,9.669
HD 135056,15 15 08.9666270006,-50 57 17.128009762,-14.719,-8.72,10.03,9.99,9.722,9.77,9.683
HD  83654,09 38 24.1903793620,-51 01 35.797868040,-11.188,6.442,9.99,9.94,9.758,9.732,9.72
HIP  64933,13 18 34.8660287076,-51 17 08.811936586,-25.95,-12.19,6.163,6.173,6.098,6.116,6.091
HD  88275,10 09 21.3507148819,-51 17 19.015838127,-15.684,7.866,9.72,9.67,9.497,9.462,9.442
HD 137936,15 31 03.4605971500,-51 18 53.584153759,-3.952,-11.607,8.8,8.74,8.526,8.504,8.521
HD  71003,08 22 44.5771208235,-51 21 53.671548345,-12.9,11.606,8.91,8.91,8.836,8.886,8.853
HD  84836,09 46 23.0246972301,-51 22 04.119515543,-16.887,3.89,9.64,9.63,9.462,9.42,9.41
HIP  81692,16 41 17.2409256782,-51 23 49.522410193,-16.741,-27.483,7.64,7.62,7.53,7.584,7.53
HD  98203,11 17 16.9085649239,-51 24 25.343826214,20.982,-10.214,8.74,8.72,8.598,8.636,8.575
HD 124744,14 16 50.0904913075,-51 24 49.332744993,-6.71,-3.17,10,9.95,9.627,9.59,9.588
HIP  44643,09 05 48.2719143503,-51 27 38.795213871,-15.536,15.245,8.58,8.55,8.413,8.423,8.42
HD  15911,02 31 45.4222902350,-51 39 41.276563965,2.166,5.704,9.39,9.44,9.43,9.497,9.421
HD  70730,08 21 13.9174423500,-51 41 49.579388361,1.932,-5.171,8.66,8.65,8.554,8.585,8.591
HD  97496,11 12 30.6274398027,-51 43 32.700785128,-15.146,4.988,8.5,8.48,8.363,8.383,8.402
HD 136110,15 20 58.2099650566,-51 48 07.799571263,-16.525,-12.463,9.22,9.16,8.885,8.885,8.84
HD 112165,12 55 08.5751879322,-51 48 31.051864560,-13.347,-1.834,8.9,8.89,8.8,8.864,8.831
HD 116560,13 25 20.9818145955,-51 53 22.749408149,-9.817,-12.911,7.19,7.16,7.009,7,6.981
HIP  46016,09 23 05.3286015451,-51 54 15.213432479,-14.397,9.206,8.87,8.81,8.667,8.725,8.656
HD 104896,12 04 43.2164760412,-51 54 48.666024654,-10.917,0.765,10.05,9.98,9.804,9.821,9.786
HD  95169,10 58 30.2209104502,-51 57 09.518622034,-6.103,3.601,9.3,9.32,9.316,9.355,9.331
HIP  53836,11 00 49.7755456490,-52 04 29.942605303,-18.62,-6.76,6.82,6.81,6.828,6.84,6.827
HD 105471,12 08 35.8819278926,-52 06 46.113197341,1.337,-10.826,9.07,9.01,8.888,8.889,8.899
HD 107850,12 23 46.8407753238,-52 07 25.104664713,-12.766,-4.197,9.51,9.47,9.337,9.347,9.337
HIP  45977,09 22 34.0423804424,-52 07 29.896176184,-23.098,16.392,8.98,8.93,8.742,8.808,8.716
